movieId,title,genres,description,metadata
867,Carpool (1996),Comedy|Crime,"A movie about Carpool. Genres: Comedy, Crime.","{""Genre"": ""Comedy, Crime"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
868,Death in Brunswick (1991),Comedy,A movie about Death in Brunswick. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
869,Kansas City (1996),Crime|Drama|Musical|Thriller,"A movie about Kansas City. Genres: Crime, Drama, Musical, Thriller.","{""Genre"": ""Crime, Drama, Musical, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
870,Gone Fishin' (1997),Comedy,A movie about Gone Fishin'. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
871,Lover's Knot (1996),Comedy,A movie about Lover's Knot. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
872,Vive L'Amour (Ai qing wan sui) (1994),Drama,A movie about Vive L'Amour. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
873,Shadow of Angels (Schatten der Engel) (1976),Drama,A movie about Shadow of Angels. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
874,Killer: A Journal of Murder (1995),Crime|Drama,"A movie about Killer: A Journal of Murder. Genres: Crime, Drama.","{""Genre"": ""Crime, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
875,Nothing to Lose (1994),Action|Crime|Drama,"A movie about Nothing to Lose. Genres: Action, Crime, Drama.","{""Genre"": ""Action, Crime, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,"A movie about Supercop 2. Genres: Action, Comedy, Crime, Thriller.","{""Genre"": ""Action, Comedy, Crime, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
877,Girls Town (1996),Comedy|Drama,"A movie about Girls Town. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
878,Bye-Bye (1995),Drama,A movie about Bye-Bye. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
879,"Relic, The (1997)",Horror|Thriller,"A movie about Relic, The. Genres: Horror, Thriller.","{""Genre"": ""Horror, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"A movie about Island of Dr. Moreau, The. Genres: Sci-Fi, Thriller.","{""Genre"": ""Sci-Fi, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
881,First Kid (1996),Children|Comedy,"A movie about First Kid. Genres: Children, Comedy.","{""Genre"": ""Children, Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
882,"Trigger Effect, The (1996)",Drama|Thriller,"A movie about Trigger Effect, The. Genres: Drama, Thriller.","{""Genre"": ""Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
884,Sweet Nothing (1996),Drama,A movie about Sweet Nothing. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
885,Bogus (1996),Children|Drama|Fantasy,"A movie about Bogus. Genres: Children, Drama, Fantasy.","{""Genre"": ""Children, Drama, Fantasy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
886,Bulletproof (1996),Action|Comedy|Crime,"A movie about Bulletproof. Genres: Action, Comedy, Crime.","{""Genre"": ""Action, Comedy, Crime"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
887,Talk of Angels (1998),Drama,A movie about Talk of Angels. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
889,1-900 (06) (1994),Drama|Romance,"A movie about 1-900. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
890,Baton Rouge (Bâton rouge) (1988),Thriller,A movie about Baton Rouge. Genres: Thriller.,"{""Genre"": ""Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers.","{""Title"": ""Halloween: The Curse of Michael Myers"", ""Description"": ""Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers."", ""Genre"": ""Horror, Thriller"", ""Year"": ""1995"", ""Director"": ""Joe Chappelle"", ""Runtime"": 88, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg""}"
892,Twelfth Night (1996),Comedy|Drama|Romance,"A movie about Twelfth Night. Genres: Comedy, Drama, Romance.","{""Genre"": ""Comedy, Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
893,Mother Night (1996),Drama,A movie about Mother Night. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
894,Liebelei (1933),Romance,A movie about Liebelei. Genres: Romance.,"{""Genre"": ""Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
895,Venice/Venice (1992),Drama,A movie about Venice/Venice. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,A movie about Wild Reeds. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,"A movie about For Whom the Bell Tolls. Genres: Adventure, Drama, Romance, War.","{""Genre"": ""Adventure, Drama, Romance, War"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,"A movie about Philadelphia Story, The. Genres: Comedy, Drama, Romance.","{""Genre"": ""Comedy, Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
899,Singin' in the Rain (1952),Comedy|Musical|Romance,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.","{""Title"": ""Singin' in the Rain"", ""Description"": ""In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound."", ""Genre"": ""Comedy, Romance"", ""Year"": ""1952"", ""Director"": ""Stanley Donen"", ""Runtime"": 103, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/w03EiJVHP8Un77boQeE7hg9DVdU.jpg""}"
900,"American in Paris, An (1951)",Musical|Romance,"A movie about American in Paris, An. Genres: Musical, Romance.","{""Genre"": ""Musical, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
901,Funny Face (1957),Comedy|Musical,"A movie about Funny Face. Genres: Comedy, Musical.","{""Genre"": ""Comedy, Musical"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
902,Breakfast at Tiffany's (1961),Drama|Romance,"A movie about Breakfast at Tiffany's. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,"A movie about Vertigo. Genres: Drama, Mystery, Romance, Thriller.","{""Genre"": ""Drama, Mystery, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
904,Rear Window (1954),Mystery|Thriller,"A movie about Rear Window. Genres: Mystery, Thriller.","{""Genre"": ""Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
905,It Happened One Night (1934),Comedy|Romance,A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.,"{""Title"": ""It Happened One Night"", ""Description"": ""A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind."", ""Genre"": ""Comedy, Romance"", ""Year"": ""1934"", ""Director"": ""Frank Capra"", ""Runtime"": 105, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/2PNUGWAflH6UUumas0POMmokHlc.jpg""}"
906,Gaslight (1944),Drama|Thriller,"A movie about Gaslight. Genres: Drama, Thriller.","{""Genre"": ""Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"A movie about Gay Divorcee, The. Genres: Comedy, Musical, Romance.","{""Genre"": ""Comedy, Musical, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,"A movie about North by Northwest. Genres: Action, Adventure, Mystery, Romance, Thriller.","{""Genre"": ""Action, Adventure, Mystery, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
909,"Apartment, The (1960)",Comedy|Drama|Romance,"A movie about Apartment, The. Genres: Comedy, Drama, Romance.","{""Genre"": ""Comedy, Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
910,Some Like It Hot (1959),Comedy|Crime,"A movie about Some Like It Hot. Genres: Comedy, Crime.","{""Genre"": ""Comedy, Crime"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.","{""Title"": ""Charade"", ""Description"": ""After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines."", ""Genre"": ""Comedy, Mystery, Romance"", ""Year"": ""1963"", ""Director"": ""Stanley Donen"", ""Runtime"": 113, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/qqaPjC5FQidtKY65jbAKZPiOTaS.jpg""}"
912,Casablanca (1942),Drama|Romance,"A movie about Casablanca. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"A movie about Maltese Falcon, The. Genres: Film-Noir, Mystery.","{""Genre"": ""Film-Noir, Mystery"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,"A movie about My Fair Lady. Genres: Comedy, Drama, Musical, Romance.","{""Genre"": ""Comedy, Drama, Musical, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
915,Sabrina (1954),Comedy|Romance,"A movie about Sabrina. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
916,Roman Holiday (1953),Comedy|Drama|Romance,"A movie about Roman Holiday. Genres: Comedy, Drama, Romance.","{""Genre"": ""Comedy, Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
917,"Little Princess, The (1939)",Children|Drama,"A movie about Little Princess, The. Genres: Children, Drama.","{""Genre"": ""Children, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
918,Meet Me in St. Louis (1944),Musical,A movie about Meet Me in St. Louis. Genres: Musical.,"{""Genre"": ""Musical"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,"A movie about Wizard of Oz, The. Genres: Adventure, Children, Fantasy, Musical.","{""Genre"": ""Adventure, Children, Fantasy, Musical"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
920,Gone with the Wind (1939),Drama|Romance|War,"A movie about Gone with the Wind. Genres: Drama, Romance, War.","{""Genre"": ""Drama, Romance, War"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
921,My Favorite Year (1982),Comedy,A movie about My Favorite Year. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,"A movie about Sunset Blvd.. Genres: Drama, Film-Noir, Romance.","{""Genre"": ""Drama, Film-Noir, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
923,Citizen Kane (1941),Drama|Mystery,"A movie about Citizen Kane. Genres: Drama, Mystery.","{""Genre"": ""Drama, Mystery"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","{""Title"": ""2001: A Space Odyssey"", ""Description"": ""Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."", ""Genre"": ""Science Fiction, Mystery, Adventure"", ""Year"": ""1968"", ""Director"": ""Stanley Kubrick"", ""Runtime"": 149, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg""}"
925,Golden Earrings (1947),Adventure|Romance|War,"A movie about Golden Earrings. Genres: Adventure, Romance, War.","{""Genre"": ""Adventure, Romance, War"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
926,All About Eve (1950),Drama,A movie about All About Eve. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
927,"Women, The (1939)",Comedy,"Mothers, nurses, soldiers and deportees - these women fought against persecution for freedom and survival amid the turbulence of World war II.","{""Title"": ""Women at War (1939-1945)"", ""Description"": ""Mothers, nurses, soldiers and deportees - these women fought against persecution for freedom and survival amid the turbulence of World war II."", ""Genre"": ""Documentary, War, History"", ""Year"": ""2015"", ""Director"": ""Hugues Nancy"", ""Runtime"": 91, ""Language"": ""fr"", ""Poster"": ""https://image.tmdb.org/t/p/w500/9f1A3lQlE3TkyhA8kdKNhGSHlLf.jpg""}"
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,"A movie about Rebecca. Genres: Drama, Mystery, Romance, Thriller.","{""Genre"": ""Drama, Mystery, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,"A movie about Foreign Correspondent. Genres: Drama, Film-Noir, Mystery, Thriller.","{""Genre"": ""Drama, Film-Noir, Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
930,Notorious (1946),Film-Noir|Romance|Thriller,"A movie about Notorious. Genres: Film-Noir, Romance, Thriller.","{""Genre"": ""Film-Noir, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
931,Spellbound (1945),Mystery|Romance|Thriller,"A movie about Spellbound. Genres: Mystery, Romance, Thriller.","{""Genre"": ""Mystery, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
932,"Affair to Remember, An (1957)",Drama|Romance,"A movie about Affair to Remember, An. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,"A movie about To Catch a Thief. Genres: Crime, Mystery, Romance, Thriller.","{""Genre"": ""Crime, Mystery, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
934,Father of the Bride (1950),Comedy,A movie about Father of the Bride. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
935,"Band Wagon, The (1953)",Comedy|Musical,"A movie about Band Wagon, The. Genres: Comedy, Musical.","{""Genre"": ""Comedy, Musical"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
936,Ninotchka (1939),Comedy|Romance,"A movie about Ninotchka. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
937,Love in the Afternoon (1957),Comedy|Romance,"A movie about Love in the Afternoon. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
938,Gigi (1958),Musical,A movie about Gigi. Genres: Musical.,"{""Genre"": ""Musical"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
939,"Reluctant Debutante, The (1958)",Comedy|Drama,"A movie about Reluctant Debutante, The. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,"A movie about Adventures of Robin Hood, The. Genres: Action, Adventure, Romance.","{""Genre"": ""Action, Adventure, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
941,"Mark of Zorro, The (1940)",Adventure,"A movie about Mark of Zorro, The. Genres: Adventure.","{""Genre"": ""Adventure"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
942,Laura (1944),Crime|Film-Noir|Mystery,"A movie about Laura. Genres: Crime, Film-Noir, Mystery.","{""Genre"": ""Crime, Film-Noir, Mystery"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,"A movie about Ghost and Mrs. Muir, The. Genres: Drama, Fantasy, Romance.","{""Genre"": ""Drama, Fantasy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
944,Lost Horizon (1937),Drama,A movie about Lost Horizon. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
945,Top Hat (1935),Comedy|Musical|Romance,"A movie about Top Hat. Genres: Comedy, Musical, Romance.","{""Genre"": ""Comedy, Musical, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
946,To Be or Not to Be (1942),Comedy|Drama|War,"WWII 1942: Rzhev, USSR. Stuck in a crucial strategical position, a small company from the Red Army does whatever it takes to fend off the Nazis.","{""Title"": ""1942: Unknown Battle"", ""Description"": ""WWII 1942: Rzhev, USSR. Stuck in a crucial strategical position, a small company from the Red Army does whatever it takes to fend off the Nazis."", ""Genre"": ""War, Drama, History"", ""Year"": ""2019"", ""Director"": ""Igor Kopylov"", ""Runtime"": 113, ""Language"": ""ru"", ""Poster"": ""https://image.tmdb.org/t/p/w500/k0dKShTvJZdqkwzJ4qqloy2nNFP.jpg""}"
947,My Man Godfrey (1936),Comedy|Romance,"A movie about My Man Godfrey. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
948,Giant (1956),Drama|Romance|Western,"A movie about Giant. Genres: Drama, Romance, Western.","{""Genre"": ""Drama, Romance, Western"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
